GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
103504738	0.186	0.0023611	0.2947	3.040592	0.8962052	8.2	MIR6859-4	microRNA 6859-4
107984832	0.186	0.0023628	0.1876	3.040385	0.5703179	89.6	LOC107984832	
2118	0.186	0.002234	0.1803	3.057224	0.5513589	20.42	ETV4	ETS variant transcription factor 4
107985388	0.186	0.0022231	0.0916	3.058684	0.2802381	98.34	LOC107985388	pre-mRNA-splicing factor cwc22-like
54055	0.186	0.0022758	0.4322	3.051655	1.3188826	53.13	CYP4F29P	cytochrome P450 family 4 subfamily F member 29, pseudogene
23616	0.186	0.0023353	0.1749	3.043897	0.5322447	514.56	SH3BP1	SH3 domain binding protein 1
100289511	0.186	0.0023785	0.0852	3.038383	0.2589874	503.36	LOC100289511	uncharacterized LOC100289511
80094	0.188	0.0024013	0.2258	3.035515	0.6855383	23.81	BIN3-IT1	BIN3 intronic transcript 1
26035	0.188	0.0024219	0.0892	-3.032934	-0.2704938	865.6	GLCE	glucuronic acid epimerase
105373095	0.188	0.0024158	0.0871	3.033697	0.2643405	373.77	SELENOO-AS1	SELENOO antisense RNA 1
23139	0.189	0.00247	0.13	3.026992	0.3935719	213.5	MAST2	microtubule associated serine/threonine kinase 2
56929	0.189	0.0024772	0.083	-3.026117	-0.2510278	2642.26	FEM1C	fem-1 homolog C
100423035	0.189	0.0024758	0.3343	3.026287	1.0118112	7.43	MIR4313	microRNA 4313
326342	0.189	0.0024501	0.3144	3.029432	0.9524479	547.42	ADGRE4P	adhesion G protein-coupled receptor E4, pseudogene
55223	0.19	0.0025268	0.1887	3.020111	0.5698403	144.64	TRIM62	tripartite motif containing 62
105371762	0.19	0.0025193	0.238	3.021014	0.7189242	14.75	LOC105371762	uncharacterized LOC105371762
566	0.19	0.0025159	0.5222	3.02142	1.577764	40.76	AZU1	azurocidin 1
100128568	0.19	0.002529	0.2988	3.019847	0.9023256	10.74	RANBP3-DT	RANBP3 divergent transcript
105373991	0.191	0.0025554	0.2127	3.016703	0.6417211	13.83	LOC105373991	replaced by ID 57007
191585	0.191	0.0025619	0.3897	3.015933	1.1753782	154.82	PLAC4	placenta enriched 4
6853	0.191	0.0025455	0.1945	3.017881	0.5870418	14.28	SYN1	synapsin I
56101	0.191	0.0025722	0.2779	3.01472	0.8376657	12.32	PCDHGB5	protocadherin gamma subfamily B, 5
105373796	0.194	0.0026165	0.1124	-3.009531	-0.3383999	49.11	LOC105373796	uncharacterized LOC105373796
107984225	0.195	0.0026828	0.2432	3.001923	0.730077	29.97	LOC107984225	uncharacterized LOC107984225
5959	0.195	0.002657	0.1642	3.004867	0.4935433	42.81	RDH5	retinol dehydrogenase 5
8816	0.195	0.0026867	0.0949	3.001486	0.284717	1513.69	DCAF5	DDB1 and CUL4 associated factor 5
105372217	0.195	0.0026874	0.2056	3.001405	0.6171616	38.97	LOC105372217	uncharacterized LOC105372217
51477	0.195	0.0026803	0.0976	3.002209	0.2929529	143.72	ISYNA1	inositol-3-phosphate synthase 1
107985876	0.199	0.002742	0.243	2.995274	0.7277478	47.51	LOC107985876	uncharacterized LOC107985876
105373690	0.199	0.0027882	0.2099	2.990172	0.6276315	12.37	LOC105373690	
200772	0.199	0.002798	0.2997	2.989104	0.8957771	64.66	UICLM	up-regulated in colorectal cancer liver metastasis
255324	0.199	0.002761	0.2881	2.993166	0.8623317	20.05	EPGN	epithelial mitogen
54754	0.199	0.0027795	0.2502	2.991126	0.7484416	10.04	NUTM2F	NUT family member 2F
107984436	0.199	0.0027924	0.2349	2.989716	0.7021839	8.83	LOC107984436	
2648	0.199	0.0027537	0.1609	2.99397	0.4816484	239.25	KAT2A	lysine acetyltransferase 2A
107985471	0.2	0.0029035	0.1432	2.977775	0.4264147	22.13	PEF1-AS1	PEF1 and COL16A1 antisense RNA 1
112268224	0.2	0.0032939	0.1993	2.938889	0.5856569	26.22	LOC112268224	
55144	0.2	0.0030858	0.0716	-2.959057	-0.2118325	2749.47	LRRC8D	leucine rich repeat containing 8 VRAC subunit D
9554	0.2	0.0032494	0.0709	-2.943104	-0.2086096	3294.86	SEC22B	SEC22 homolog B, vesicle trafficking protein
126626	0.2	0.0031996	0.0773	-2.947878	-0.2279126	1832.18	GABPB2	GA binding protein transcription factor subunit beta 2
645682	0.2	0.0035833	0.2547	2.912693	0.7418443	12.58	POU5F1P4	POU class 5 homeobox 1 pseudogene 4
100527964	0.2	0.0034504	0.1798	2.924477	0.525879	38.6	LHX4-AS1	LHX4 antisense RNA 1
10446	0.2	0.0031805	0.1787	2.949732	0.5271406	100.4	LRRN2	leucine rich repeat neuronal 2
407026	0.2	0.0031388	0.1822	2.953805	0.5382765	47.77	MIR29C	microRNA 29c
9725	0.2	0.0034549	0.1537	2.924065	0.4494674	1439.79	TMEM63A	transmembrane protein 63A
105373269	0.2	0.0030692	0.2048	2.960719	0.6062654	47.79	LOC105373269	
90411	0.2	0.0031389	0.0812	-2.953795	-0.2398398	2451.29	MCFD2	multiple coagulation factor deficiency 2, ER cargo receptor complex subunit
100996506	0.2	0.0034134	0.2458	2.92783	0.7196293	47.83	LOC100996506	
150776	0.2	0.0035239	0.136	2.917909	0.3969183	261.76	SMPD4BP	sphingomyelin phosphodiesterase 4B, pseudogene
1146	0.2	0.0032423	0.1567	2.943783	0.461231	98.68	CHRNG	cholinergic receptor nicotinic gamma subunit
26140	0.2	0.0031344	0.1595	2.954238	0.4710701	247.68	TTLL3	tubulin tyrosine ligase like 3
54106	0.2	0.0034158	0.2665	2.927609	0.7802803	53.89	TLR9	toll like receptor 9
25981	0.2	0.0033713	0.115	2.931681	0.3371742	2024.85	DNAH1	dynein axonemal heavy chain 1
11188	0.2	0.0032779	0.0974	2.940398	0.2862827	1538.12	NISCH	nischarin
6787	0.2	0.0032419	0.0652	-2.943818	-0.1919158	1753.41	NEK4	NIMA related kinase 4
693153	0.2	0.0029069	0.1639	-2.977416	-0.4880235	13.01	MIR568	microRNA 568
677770	0.2	0.0035931	0.3891	2.911834	1.1330324	83.38	SCARNA22	small Cajal body-specific RNA 22
55294	0.2	0.0035252	0.1057	-2.917787	-0.3083825	6736.17	FBXW7	F-box and WD repeat domain containing 7
64411	0.2	0.003111	0.248	2.956556	0.7332875	482.14	ARAP3	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3
100526836	0.2	0.0032661	0.1578	-2.941517	-0.4641971	2004.59	BLOC1S5-TXNDC5	BLOC1S5-TXNDC5 readthrough (NMD candidate)
81567	0.2	0.0034685	0.1655	-2.922846	-0.4837023	1906.17	TXNDC5	thioredoxin domain containing 5
101929285	0.2	0.0034344	0.1733	2.92592	0.5069945	56.54	LOC101929285	uncharacterized LOC101929285
55809	0.2	0.0036043	0.1308	2.910868	0.3807776	1774.75	TRERF1	transcriptional regulating factor 1
23607	0.2	0.0034102	0.105	-2.92812	-0.307463	4063.02	CD2AP	CD2 associated protein
105377896	0.2	0.0032519	0.6837	2.942869	2.0120147	49.41	LOC105377896	uncharacterized LOC105377896
157313	0.2	0.0032524	0.1641	-2.942817	-0.4828271	84.48	CDCA2	cell division cycle associated 2
11212	0.2	0.0032041	0.0778	-2.947449	-0.2293316	2322.61	PLPBP	pyridoxal phosphate binding protein
105379395	0.2	0.0031876	0.2622	2.949042	0.7733167	29.24	LOC105379395	uncharacterized LOC105379395
7071	0.2	0.0031916	0.1464	2.948653	0.4315495	604.7	KLF10	KLF transcription factor 10
401494	0.2	0.0034057	0.1084	-2.928528	-0.3175957	6625.9	HACD4	3-hydroxyacyl-CoA dehydratase 4
203259	0.2	0.00359	0.1114	2.912103	0.3243647	154.48	FAM219A	family with sequence similarity 219 member A
11067	0.2	0.0035304	0.2044	2.917328	0.5962664	37.49	DEPP1	DEPP autophagy regulator 1
84890	0.2	0.0033523	0.0901	-2.933437	-0.2642451	1076.02	ADO	2-aminoethanethiol dioxygenase
51684	0.2	0.0028795	0.201	2.980316	0.5991841	201.62	SUFU	SUFU negative regulator of hedgehog signaling
102724883	0.2	0.0035399	0.1065	2.916495	0.3106007	44.96	LOC102724883	uncharacterized LOC102724883
10612	0.2	0.0032464	0.1227	2.943391	0.3610159	72.95	TRIM3	tripartite motif containing 3
441601	0.2	0.0032974	0.1403	-2.938563	-0.412349	26.6	SEPTIN7P11	septin 7 pseudogene 11
283130	0.2	0.0034731	0.1444	2.922432	0.4220264	161.06	SLC25A45	solute carrier family 25 member 45
5970	0.2	0.0031167	0.1575	2.95599	0.4656791	481.62	RELA	RELA proto-oncogene, NF-kB subunit
5029	0.2	0.0029335	0.244	2.974624	0.7259094	566.79	P2RY2	purinergic receptor P2Y2
55200	0.2	0.0035815	0.2027	2.91285	0.5903718	171.4	PLEKHG6	pleckstrin homology and RhoGEF domain containing G6
8608	0.2	0.0030606	0.1851	2.961582	0.5481292	16.3	RDH16	retinol dehydrogenase 16
26259	0.2	0.0032046	0.1148	2.947403	0.3382922	285.21	FBXW8	F-box and WD repeat domain containing 8
105370060	0.2	0.0028983	0.3841	2.978323	1.1440052	9.57	LINC02824	long intergenic non-protein coding RNA 2824
109616976	0.2	0.0034472	0.2873	2.924763	0.8403683	51.08	SNORA79B	small nucleolar RNA, H/ACA box 79B
60485	0.2	0.0031	0.0973	-2.957643	-0.2878431	823.59	SAV1	salvador family WW domain containing protein 1
376267	0.2	0.0035378	0.1719	2.916682	0.5012786	93.89	RAB15	RAB15, member RAS oncogene family
105371017	0.2	0.0033462	0.1979	2.934008	0.5805148	11.72	LOC105371017	uncharacterized LOC105371017
23524	0.2	0.0029937	0.2066	2.968388	0.6131872	7601.21	SRRM2	serine/arginine repetitive matrix 2
89970	0.2	0.0033521	0.0447	-2.933459	-0.1311955	1842.44	RSPRY1	ring finger and SPRY domain containing 1
79767	0.2	0.0033223	0.1311	2.936226	0.3850316	91.71	ELMO3	engulfment and cell motility 3
100129215	0.2	0.002911	0.2317	2.976987	0.6896894	8.21	LOC100129215	uncharacterized LOC100129215
5430	0.2	0.0033535	0.2078	2.933329	0.6096764	2282.39	POLR2A	RNA polymerase II subunit A
80169	0.2	0.0032447	0.1438	2.943549	0.4232748	1722.61	CTC1	CST telomere replication complex component 1
752	0.2	0.003092	0.2137	2.958436	0.6321978	2950.02	FMNL1	formin like 1
6668	0.2	0.0036059	0.199	2.910727	0.5792857	153.17	SP2	Sp2 transcription factor
645638	0.2	0.0035066	0.2801	2.91944	0.8177883	16.88	WFDC21P	WAP four-disulfide core domain 21, pseudogene
100616408	0.2	0.0030477	0.1146	2.962886	0.3396212	1628.15	MIR5047	microRNA 5047
80022	0.2	0.0032611	0.145	2.941995	0.4266579	2168.37	MYO15B	myosin XVB
54941	0.2	0.0029685	0.1155	-2.970984	-0.3430528	3699.35	RNF125	ring finger protein 125
83608	0.2	0.0030139	0.104	-2.966313	-0.308558	697.27	C18orf21	chromosome 18 open reading frame 21
102725180	0.2	0.0029394	0.254	2.974007	0.7554924	91.82	LOC102725180	collagen alpha-1(VII) chain
105372256	0.2	0.0035753	0.2001	2.913389	0.5830984	71.15	LOC105372256	uncharacterized LOC105372256
5989	0.2	0.0034774	0.247	2.922045	0.7217784	133.96	RFX1	regulatory factor X1
10147	0.2	0.0029383	0.0636	2.974124	0.1890849	2089.57	SUGP2	SURP and G-patch domain containing 2
7617	0.2	0.0033189	0.1548	2.936546	0.4545972	611.49	ZNF66	zinc finger protein 66
55094	0.2	0.0032838	0.0904	-2.939838	-0.2658358	737.76	GPATCH1	G-patch domain containing 1
148137	0.2	0.0033656	0.2184	2.932214	0.6402501	48.93	PROSER3	proline and serine rich 3
100130264	0.2	0.00348	0.2967	2.921813	0.8669448	19.51	SLC24A3-AS1	SLC24A3 antisense RNA 1
671	0.2	0.0029553	0.4414	2.972354	1.3120642	201.29	BPI	bactericidal permeability increasing protein
23315	0.2	0.0035761	0.1648	2.913322	0.4800926	873.34	SLC9A8	solute carrier family 9 member A8
105372704	0.2	0.0033861	0.217	2.930318	0.635874	23.08	LOC105372704	uncharacterized LOC105372704
9127	0.2	0.0030394	0.2698	2.963728	0.7994684	13.2	P2RX6	purinergic receptor P2X 6
1120	0.2	0.0035199	0.0871	2.91826	0.254062	660.99	CHKB	choline kinase beta
392490	0.2	0.002996	0.2017	2.968144	0.5985459	53.17	FLJ44635	replaced by ID 340527
139322	0.2	0.003087	0.109	-2.958936	-0.3225108	538.12	APOOL	apolipoprotein O like
105373366	0.2	0.0028793	0.1332	2.980334	0.3968504	147.7	IDS2	uncharacterized IDS2
139735	0.2	0.0032963	0.1429	2.938662	0.4198511	60.89	ZFP92	ZFP92 zinc finger protein
25930	0.2	0.0036367	0.1738	2.908065	0.505486	383.87	PTPN23	protein tyrosine phosphatase non-receptor type 23
440026	0.2	0.0036387	0.1148	-2.907898	-0.333898	1739.6	TMEM41B	transmembrane protein 41B
8844	0.2	0.0036303	0.1961	2.908617	0.5704989	613.18	KSR1	kinase suppressor of ras 1
54361	0.2	0.0036607	0.1791	2.906009	0.5204016	74.2	WNT4	Wnt family member 4
93109	0.2	0.0036721	0.1971	2.905037	0.5726827	32.94	TMEM44	transmembrane protein 44
7351	0.2	0.0036915	0.2364	2.903388	0.68644	927.28	UCP2	uncoupling protein 2
396	0.2	0.0036915	0.2149	2.903385	0.6239691	567.14	ARHGDIA	Rho GDP dissociation inhibitor alpha
692091	0.2	0.0036862	0.2661	2.903834	0.7726786	7.3	SNORD23	small nucleolar RNA, C/D box 23
6936	0.201	0.0037251	0.0941	-2.900549	-0.2728749	1610.71	GCFC2	GC-rich sequence DNA-binding factor 2
92335	0.201	0.0037177	0.0894	2.901175	0.2594851	658.67	STRADA	STE20 related adaptor alpha
101752334	0.202	0.0037633	0.1196	2.897348	0.3464746	276.87	PVRIG2P	PVR related immunoglobulin domain containing 2, pseudogene
23349	0.204	0.0037924	0.3331	2.894935	0.9644439	26.67	PHF24	PHD finger protein 24
25841	0.204	0.0038174	0.2476	2.892867	0.7161519	98.55	ABTB2	ankyrin repeat and BTB domain containing 2
101929480	0.204	0.0038297	0.2922	2.89186	0.8449322	10.36	MAPK8IP3-AS1	MAPK8IP3 antisense RNA 1
84166	0.204	0.0038333	0.1263	2.891561	0.3650983	4472.35	NLRC5	NLR family CARD domain containing 5
23218	0.204	0.0038642	0.2266	2.889041	0.6546998	4678.34	NBEAL2	neurobeachin like 2
84327	0.204	0.0038495	0.1605	2.89024	0.4638487	74.98	ZBED3	zinc finger BED-type containing 3
11171	0.204	0.0038737	0.1075	2.888266	0.3104996	1126.41	STRAP	serine/threonine kinase receptor associated protein
124801	0.204	0.0038655	0.1182	-2.88893	-0.3416053	497.27	LSM12	LSM12 homolog
4209	0.204	0.0038866	0.1781	2.887222	0.5142426	753.4	MEF2D	myocyte enhancer factor 2D
79854	0.205	0.005517	0.2015	2.775186	0.559089	18.86	LINC00115	long intergenic non-protein coding RNA 115
677885	0.205	0.0047714	0.2066	2.822078	0.5831554	18.29	SNORA59A	small nucleolar RNA, H/ACA box 59A
6006	0.205	0.004198	0.0867	-2.862886	-0.2481178	1887.09	RHCE	Rh blood group CcEe antigens
105378620	0.205	0.0048023	0.1908	2.820006	0.5381778	553.18	LOC105378620	uncharacterized LOC105378620
105378649	0.205	0.0048377	0.1098	-2.817649	-0.3094145	74.04	LOC105378649	uncharacterized LOC105378649
23334	0.205	0.0057301	0.1639	2.762837	0.4527601	991.61	SZT2	SZT2 subunit of KICSTOR complex
100873952	0.205	0.0052061	0.2323	2.793996	0.6491446	29.36	SZT2-AS1	SZT2 antisense RNA 1
7398	0.205	0.0055904	0.0868	-2.770885	-0.2406368	4801.18	USP1	ubiquitin specific peptidase 1
51375	0.205	0.0054686	0.4664	2.778051	1.2955793	12.35	SNX7	sorting nexin 7
127002	0.205	0.0051968	0.1837	2.794574	0.5134809	47	ATXN7L2	ataxin 7 like 2
829	0.205	0.0052328	0.0976	-2.79234	-0.2726317	18318.29	CAPZA1	capping actin protein of muscle Z-line subunit alpha 1
10905	0.205	0.0046528	0.1369	-2.830136	-0.3874963	13288.42	MAN1A2	mannosidase alpha class 1A member 2
65123	0.205	0.0047978	0.1331	2.820306	0.3752849	1065.15	INTS3	integrator complex subunit 3
107985216	0.205	0.0051715	0.2327	2.796153	0.650788	59.1	LOC107985216	uncharacterized LOC107985216
6045	0.205	0.0055062	0.09	-2.775822	-0.2498013	1696.87	RNF2	ring finger protein 2
102723543	0.205	0.0054157	0.3433	2.781208	0.9547673	11.39	LOC102723543	uncharacterized LOC102723543
407025	0.205	0.0040332	0.2221	2.875554	0.6386352	27.42	MIR29B2	microRNA 29b-2
163859	0.205	0.004845	0.0706	-2.817161	-0.1988435	2423.36	SDE2	SDE2 telomere maintenance homolog
105373270	0.205	0.0049891	0.252	2.80774	0.7075348	8.98	LOC105373270	
112268259	0.205	0.0041258	0.0669	2.868381	0.1918417	442.96	LOC112268259	
105374846	0.205	0.0054147	0.1937	2.781265	0.5387282	46.18	LOC105374846	uncharacterized LOC105374846
28898	0.205	0.0039243	0.3127	-2.884182	-0.9019665	19.82	IGKV1D-27	immunoglobulin kappa variable 1D-27 (pseudogene)
28877	0.205	0.0052892	0.3132	-2.788874	-0.8734673	11.44	IGKV3D-7	immunoglobulin kappa variable 3D-7
654342	0.205	0.0048034	0.172	-2.819928	-0.4850256	9.92	LSP1P4	LSP1 pseudogene 4
699	0.205	0.0042055	0.1663	-2.862321	-0.4760949	295.44	BUB1	BUB1 mitotic checkpoint serine/threonine kinase
107985942	0.205	0.0052894	0.1383	2.788858	0.3858248	39.28	CLASP1-AS1	CLASP1 antisense RNA 1
105373608	0.205	0.004611	0.1709	2.833024	0.4841246	83.1	LOC105373608	uncharacterized LOC105373608
105373652	0.205	0.0044657	0.3409	2.843241	0.9692747	6.99	LOC105373652	uncharacterized LOC105373652
1386	0.205	0.0045961	0.0731	-2.834056	-0.2072499	4752.15	ATF2	activating transcription factor 2
728763	0.205	0.0057068	0.295	2.764171	0.8153824	45.36	CROCC2	ciliary rootlet coiled-coil, rootletin family member 2
4735	0.205	0.005412	0.0798	-2.781428	-0.2220357	9816.29	SEPTIN2	septin 2
1233	0.205	0.005023	0.1421	-2.805554	-0.3987089	1762.83	CCR4	C-C motif chemokine receptor 4
4057	0.205	0.0056545	0.5108	2.767174	1.4134767	1449.27	LTF	lactotransferrin
285352	0.205	0.0053719	0.1169	-2.783842	-0.3254923	53.36	KIF9-AS1	KIF9 antisense RNA 1
3700	0.205	0.004927	0.1331	2.811766	0.3743726	201.01	ITIH4	inter-alpha-trypsin inhibitor heavy chain 4
389125	0.205	0.0048819	0.207	2.814725	0.5827092	13.72	MUSTN1	musculoskeletal, embryonic nuclear protein 1
3512	0.205	0.0041935	0.2821	-2.863227	-0.807807	4663.13	JCHAIN	joining chain of multimeric IgA and IgM
109864269	0.205	0.0048538	0.0947	-2.816577	-0.2667055	286.91	MIR302CHG	miR-302/367 cluster host gene
2483	0.205	0.005078	0.0909	-2.802046	-0.2548032	1019.13	FRG1	FSHD region gene 1
57507	0.205	0.0047507	0.2532	2.823466	0.7147633	142.89	ZNF608	zinc finger protein 608
9812	0.205	0.0040505	0.1208	2.874204	0.3471972	743.74	DELE1	DAP3 binding cell death enhancer 1
2196	0.205	0.0044975	0.1927	2.84098	0.5475689	50.71	FAT2	FAT atypical cadherin 2
340037	0.205	0.0042216	0.1834	2.861113	0.5248181	156.07	PRR7-AS1	PRR7 antisense RNA 1
821	0.205	0.0054791	0.09	-2.777426	-0.2501017	23141.92	CANX	calnexin
101928433	0.205	0.0051763	0.1523	2.795851	0.4259359	108.83	ATXN1-AS1	ATXN1 antisense RNA 1
105374965	0.205	0.005063	0.2285	2.803	0.6404418	18.16	LOC105374965	uncharacterized LOC105374965
2550	0.205	0.0049931	0.1727	2.80748	0.4849186	308.11	GABBR1	gamma-aminobutyric acid type B receptor subunit 1
106478956	0.205	0.0055311	0.1469	2.774357	0.4076215	64.92	MDC1-AS1	MDC1 antisense RNA 1
7916	0.205	0.0048706	0.2393	2.81547	0.6737193	1487.11	PRRC2A	proline rich coiled-coil 2A
63940	0.205	0.0054159	0.1725	2.781194	0.4796461	1213.34	GPSM3	G protein signaling modulator 3
8831	0.205	0.0056925	0.199	2.764985	0.5501689	168.77	SYNGAP1	synaptic Ras GTPase activating protein 1
105375059	0.205	0.0057234	0.2554	2.76322	0.7058156	155.85	LOC105375059	uncharacterized LOC105375059
401264	0.205	0.0054136	0.1022	-2.781336	-0.2842359	87.62	TRAM2-AS1	TRAM2 antisense RNA 1 (head to head)
8763	0.205	0.0045222	0.0815	-2.839234	-0.2313077	14995.79	CD164	CD164 molecule
728402	0.205	0.0045389	0.1925	-2.838057	-0.5462732	12.48	TPI1P3	triosephosphate isomerase 1 pseudogene 3
85313	0.205	0.0048801	0.0711	-2.814846	-0.2001697	2117.16	PPIL4	peptidylprolyl isomerase like 4
100505475	0.205	0.0041088	0.189	2.869683	0.542508	213.95	SYNE1-AS1	SYNE1 antisense RNA 1
102465694	0.205	0.0046278	0.1671	2.831863	0.4731854	21.07	MIR7161	microRNA 7161
6196	0.205	0.0051912	0.1554	2.794922	0.4342509	272.29	RPS6KA2	ribosomal protein S6 kinase A2
107986671	0.205	0.0047084	0.3985	2.826333	1.1263304	10.05	LOC107986671	uncharacterized LOC107986671
221946	0.205	0.0045861	0.1921	2.834756	0.544546	19.19	LOC221946	uncharacterized LOC221946
285941	0.205	0.0050634	0.2273	2.802974	0.6371105	28.23	LINC02860	long intergenic non-protein coding RNA 2860
101929736	0.205	0.0042253	0.1927	2.860829	0.551204	16.3	LINC01372	long intergenic non-protein coding RNA 1372
100500819	0.205	0.004986	0.2731	2.807938	0.7668311	472.08	MIR3609	microRNA 3609
27000	0.205	0.0039974	0.1032	-2.878369	-0.2969916	1572.74	DNAJC2	DnaJ heat shock protein family (Hsp40) member C2
113218503	0.205	0.005447	0.0861	-2.779335	-0.2391847	102.89	MIR10399	microRNA 10399
65999	0.205	0.0040337	0.1142	2.875514	0.3282658	70.26	LRRC61	leucine rich repeat containing 61
2185	0.205	0.0048813	0.147	2.814761	0.4136948	3170.2	PTK2B	protein tyrosine kinase 2 beta
1846	0.205	0.0055273	0.2175	-2.77458	-0.6035659	46.58	DUSP4	dual specificity phosphatase 4
26795	0.205	0.0047957	0.1893	2.820448	0.5339722	11.65	SNORD54	small nucleolar RNA, C/D box 54
101929628	0.205	0.0039504	0.2924	-2.882096	-0.8427398	9.55	LINC02842	long intergenic non-protein coding RNA 2842
101927543	0.205	0.004846	0.2054	2.817095	0.5785379	45.99	LOC101927543	uncharacterized LOC101927543
102466865	0.205	0.0054096	0.1971	2.781576	0.5483768	65.14	MIR7848	microRNA 7848
10656	0.205	0.0045995	0.303	2.833819	0.8587274	13.11	KHDRBS3	KH RNA binding domain containing, signal transduction associated 3
107986982	0.205	0.0050373	0.2538	2.804636	0.7117024	58.77	LOC107986982	MAGE-like protein 2
2875	0.205	0.0048056	0.1758	2.819787	0.4957468	33.63	GPT	glutamic--pyruvic transaminase
2731	0.205	0.0056094	0.3573	-2.76978	-0.989536	40.1	GLDC	glycine decarboxylase
64078	0.205	0.0046842	0.332	2.827986	0.9389535	18.98	SLC28A3	solute carrier family 28 member 3
100188953	0.205	0.0057346	0.2429	2.762581	0.6709442	8.31	LINC00092	long intergenic non-protein coding RNA 92
100129034	0.205	0.0043906	0.1245	2.848647	0.3547768	1631.4	LOC100129034	uncharacterized LOC100129034
6621	0.205	0.0056181	0.1245	2.769277	0.3448268	228.43	SNAPC4	small nuclear RNA activating complex polypeptide 4
9919	0.205	0.0049414	0.1849	2.810829	0.5197988	1690.82	SEC16A	SEC16 homolog A, endoplasmic reticulum export factor
101930307	0.205	0.0041438	0.2023	2.867003	0.5799872	88.2	LOC101930307	
3416	0.205	0.0054313	0.0698	-2.780276	-0.1939761	2209.28	IDE	insulin degrading enzyme
84171	0.205	0.0057118	0.1607	2.763881	0.444136	72.93	LOXL4	lysyl oxidase like 4
677800	0.205	0.0039505	0.2207	2.882084	0.6360106	680.61	SNORA12	small nucleolar RNA, H/ACA box 12
