GeneID	padj	pvalue	lfcSE	log2FoldChange	Symbol	EnsemblGeneID
3628	0.41528872	9.75e-03	0.1042	-0.2693615	INPP1	ENSG00000151689
51128	0.41528872	9.72e-03	0.1367	-0.3534299	SAR1B	ENSG00000152700
285962	0.41528872	9.33e-03	0.3967	1.0312446	WEE2-AS1	ENSG00000228775
102724687	0.41528872	9.63e-03	0.3471	-0.8986072	LOC102724687	
399726	0.41528872	9.55e-03	0.4529	1.173804	MIR1915HG	ENSG00000204682
221002	0.41528872	9.51e-03	0.5449	1.4129015	RASGEF1A	ENSG00000198915
9066	0.41528872	9.82e-03	0.2795	0.7217128	SYT7	ENSG00000011347
3995	0.41528872	9.75e-03	0.5231	1.3518599	FADS3	ENSG00000221968
2230	0.41528872	9.69e-03	0.1158	-0.2994644	FDX1	ENSG00000137714
160428	0.41528872	9.52e-03	0.6452	1.6728101	ALDH1L2	ENSG00000136010
5095	0.41528872	9.60e-03	0.1966	-0.5092844	PCCA	ENSG00000175198
9240	0.41528872	9.60e-03	0.1466	0.3797789	PNMA1	ENSG00000176903
1001	0.41528872	9.60e-03	0.2106	0.5455065	CDH3	ENSG00000062038
4155	0.41528872	9.40e-03	0.1144	-0.2970121	MBP	ENSG00000197971
9875	0.41528872	9.81e-03	0.1696	0.4378718	URB1	ENSG00000142207
5634	0.41528872	9.81e-03	0.11	-0.2840691	PRPS2	ENSG00000101911
139596	0.41528872	9.43e-03	0.1786	-0.4637127	UPRT	ENSG00000094841
286527	0.41528872	9.30e-03	0.4588	1.1933557	TMSB15B	ENSG00000158427
1952	0.41579322	9.89e-03	0.1874	0.4834101	CELSR2	ENSG00000143126
65977	0.41579322	9.91e-03	0.1155	-0.2978917	PLEKHA3	ENSG00000116095
3976	0.41579322	9.91e-03	0.7178	1.8510605	LIF	ENSG00000128342
321	0.42033785	1.00e-02	0.4524	1.1645068	APBA2	ENSG00000034053
58528	0.42875288	1.03e-02	0.2259	-0.5797308	RRAGD	ENSG00000025039
29068	0.42875288	1.03e-02	0.1495	-0.3835734	ZBTB44	ENSG00000196323
8728	0.42923238	1.03e-02	0.4804	1.2316491	ADAM19	ENSG00000135074
100526664	0.43081761	1.06e-02	0.2027	-0.5182417	LY75-CD302	ENSG00000248672
25937	0.43081761	1.05e-02	0.1302	-0.3331507	WWTR1	ENSG00000018408
8972	0.43081761	1.05e-02	0.4047	1.0350511	MGAM	ENSG00000257335
4316	0.43081761	1.04e-02	0.3403	0.8714801	MMP7	ENSG00000137673
27289	0.43081761	1.05e-02	0.4405	1.1268183	RND1	ENSG00000172602
6144	0.43081761	1.05e-02	0.1042	-0.266551	RPL21	ENSG00000122026
122618	0.43138274	1.06e-02	0.2997	0.765769	PLD4	ENSG00000166428
57654	0.43601179	1.07e-02	0.2373	0.6054046	UVSSA	ENSG00000163945
401944	0.43916748	1.11e-02	0.4232	1.0744413	LDLRAD2	ENSG00000187942
1117	0.43916748	1.09e-02	0.4655	1.1848561	CHI3L2	ENSG00000064886
23432	0.43916748	1.11e-02	0.1945	0.4940746	GPR161	ENSG00000143147
79605	0.43916748	1.10e-02	0.6742	1.7148125	PGBD5	ENSG00000177614
54931	0.43916748	1.11e-02	0.1243	-0.3154845	TRMT10C	ENSG00000174173
133396	0.43916748	1.12e-02	0.7151	1.8149462	IL31RA	ENSG00000164509
3852	0.43916748	1.09e-02	0.2008	0.5108265	KRT5	ENSG00000186081
55323	0.43916748	1.11e-02	0.1432	0.3636301	LARP6	ENSG00000166173
112268252	0.43916748	1.11e-02	0.3134	0.7955703	LOC112268252	
9073	0.43916748	1.10e-02	0.4844	-1.2309893	CLDN8	ENSG00000156284
63035	0.43916748	1.10e-02	0.2558	0.6507696	BCORL1	ENSG00000085185
9473	0.44076203	1.16e-02	0.6077	1.5337719	THEMIS2	ENSG00000130775
100505876	0.44076203	1.14e-02	0.1438	-0.3639272	CEBPZOS	ENSG00000218739
25797	0.44076203	1.15e-02	0.2889	0.7301543	QPCT	ENSG00000115828
51130	0.44076203	1.15e-02	0.1328	-0.3353884	ASB3	ENSG00000115239
2317	0.44076203	1.16e-02	0.1457	0.3679092	FLNB	ENSG00000136068
3081	0.44076203	1.14e-02	0.2546	0.6439528	HGD	ENSG00000113924
107986160	0.44076203	1.15e-02	0.527	1.3324486	LOC107986160	
57556	0.44076203	1.16e-02	0.2356	0.5945746	SEMA6A	ENSG00000092421
7020	0.44076203	1.14e-02	0.1733	0.4383582	TFAP2A	ENSG00000137203
64089	0.44076203	1.16e-02	0.1385	-0.3496745	SNX16	ENSG00000104497
8581	0.44076203	1.15e-02	0.2978	0.7529299	LY6D	ENSG00000167656
54972	0.44076203	1.13e-02	0.3643	0.9232398	TMEM132A	ENSG00000006118
144568	0.44076203	1.14e-02	0.4191	1.0604445	A2ML1	ENSG00000166535
968	0.44076203	1.13e-02	0.2255	0.5708346	CD68	ENSG00000129226
55970	0.44172801	1.17e-02	0.1028	-0.2593083	GNG12	ENSG00000172380
25758	0.44172801	1.17e-02	0.4904	1.2368415	KIAA1549L	ENSG00000110427
23316	0.44254399	1.17e-02	0.6416	1.6166254	CUX2	ENSG00000111249
80045	0.44656847	1.20e-02	0.2582	0.6485379	GPR157	ENSG00000180758
151393	0.44656847	1.20e-02	0.2006	-0.5039587	RMDN2	ENSG00000115841
51015	0.44656847	1.21e-02	0.1663	-0.4173438	ISOC1	ENSG00000066583
55958	0.44656847	1.19e-02	0.1018	-0.2560542	KLHL9	ENSG00000198642
5507	0.44656847	1.20e-02	0.4677	-1.1743722	PPP1R3C	ENSG00000119938
26298	0.44656847	1.20e-02	0.1698	-0.4266626	EHF	ENSG00000135373
140885	0.44656847	1.19e-02	0.1985	0.4990222	SIRPA	ENSG00000198053
5877	0.44989872	1.22e-02	0.1082	-0.2711714	RABIF	ENSG00000183155
3860	0.44989872	1.23e-02	0.5512	-1.3802775	KRT13	ENSG00000171401
10272	0.44989872	1.23e-02	0.4012	1.0047687	FSTL3	ENSG00000070404
2678	0.44989872	1.23e-02	0.4732	1.1848962	GGT1	ENSG00000100031
147463	0.45232849	1.24e-02	0.3453	0.8637001	ANKRD29	ENSG00000154065
92737	0.4526734	1.24e-02	0.4468	1.1166014	DNER	ENSG00000187957
105379173	0.4526734	1.24e-02	0.1482	-0.370427	LOC105379173	
286480	0.45376382	1.25e-02	0.1329	0.3319916	UBE2E4P	
2965	0.45488292	1.26e-02	0.0914	-0.2281317	GTF2H1	ENSG00000110768
204219	0.45549994	1.26e-02	0.5359	-1.3367732	CERS3	ENSG00000154227
79047	0.45821341	1.27e-02	0.2612	0.6505422	KCTD15	ENSG00000153885
1591	0.45821341	1.27e-02	0.6354	1.5829238	CYP24A1	ENSG00000019186
9096	0.46529555	1.30e-02	0.6603	1.6398657	TBX18	ENSG00000112837
10512	0.46529555	1.30e-02	0.1738	0.4317769	SEMA3C	ENSG00000075223
84275	0.46541873	1.34e-02	0.169	-0.4177691	SLC25A33	ENSG00000171612
5738	0.46541873	1.32e-02	0.1844	0.4569117	PTGFRN	ENSG00000134247
101060226	0.46541873	1.34e-02	0.3345	0.8273976	NBPF19	ENSG00000271383
3685	0.46541873	1.33e-02	0.2011	0.4979255	ITGAV	ENSG00000138448
57291	0.46541873	1.32e-02	0.1598	-0.396144	DANCR	ENSG00000226950
309	0.46541873	1.34e-02	0.3492	0.8636708	ANXA6	ENSG00000197043
9858	0.46541873	1.34e-02	0.248	0.6134341	PPP1R26	ENSG00000196422
89797	0.46541873	1.31e-02	0.1861	0.461585	NAV2	ENSG00000166833
84678	0.46541873	1.32e-02	0.1264	0.3133286	KDM2B	ENSG00000089094
619189	0.46541873	1.33e-02	0.1481	-0.3665156	SERINC4	ENSG00000184716
10232	0.46541873	1.31e-02	0.6297	-1.5618495	MSLN	ENSG00000102854
23492	0.46541873	1.31e-02	0.2483	-0.6160478	CBX7	ENSG00000100307
139886	0.46541873	1.34e-02	0.2039	-0.5042806	SPIN4	ENSG00000186767
55187	0.4676864	1.42e-02	0.177	-0.4339179	VPS13D	ENSG00000048707
6232	0.4676864	1.40e-02	0.108	-0.2655477	RPS27	ENSG00000177954
11138	0.4676864	1.43e-02	0.1211	0.2967797	TBC1D8	ENSG00000204634
26999	0.4676864	1.39e-02	0.2271	-0.5588813	CYFIP2	ENSG00000055163
100130890	0.4676864	1.40e-02	0.2204	-0.5416984	TSTD3	ENSG00000279170
223082	0.4676864	1.38e-02	0.1602	-0.3944457	ZNRF2	ENSG00000180233
402483	0.4676864	1.42e-02	0.5007	1.2276555	LINC01000	
10395	0.4676864	1.42e-02	0.4886	1.1975683	DLC1	ENSG00000164741
19	0.4676864	1.42e-02	0.271	0.6644382	ABCA1	ENSG00000165029
105376239	0.4676864	1.39e-02	0.4009	0.9862144	LOC105376239	
143570	0.4676864	1.38e-02	0.2465	0.6071161	XRRA1	ENSG00000166435
170689	0.4676864	1.41e-02	0.4483	1.1007366	ADAMTS15	ENSG00000166106
9498	0.4676864	1.39e-02	0.4563	1.1220771	SLC4A8	ENSG00000050438
51562	0.4676864	1.42e-02	0.1658	-0.4068103	MBIP	ENSG00000151332
10490	0.4676864	1.37e-02	0.114	-0.2808875	VTI1B	ENSG00000100568
1464	0.4676864	1.37e-02	0.6175	1.5226077	CSPG4	ENSG00000173546
23117	0.4676864	1.41e-02	0.4686	1.15036	NPIPB3	
92154	0.4676864	1.42e-02	0.237	0.5809233	MTSS2	ENSG00000132613
863	0.4676864	1.39e-02	0.3314	0.8150407	CBFA2T3	ENSG00000129993
54549	0.4676864	1.36e-02	0.3501	0.8638091	SDK2	ENSG00000069188
5797	0.4676864	1.37e-02	0.2906	0.716592	PTPRM	ENSG00000173482
101927857	0.4676864	1.42e-02	0.5725	-1.4042262	LOC101927857	ENSG00000286559
26993	0.4676864	1.39e-02	0.1327	0.3265065	AKAP8L	ENSG00000011243
994	0.4676864	1.43e-02	0.313	0.7670684	CDC25B	ENSG00000101224
55959	0.4676864	1.42e-02	0.2231	0.5473014	SULF2	ENSG00000196562
148932	0.46928737	1.45e-02	0.1349	-0.3299396	MOB3C	ENSG00000142961
57665	0.46928737	1.44e-02	0.1422	-0.3479648	RDH14	ENSG00000240857
9061	0.46928737	1.44e-02	0.0889	-0.2174591	PAPSS1	ENSG00000138801
4338	0.46928737	1.44e-02	0.1138	-0.2786206	MOCS2	ENSG00000164172
84726	0.46928737	1.45e-02	0.1689	0.4128173	PRRC2B	ENSG00000288701
29128	0.46928737	1.45e-02	0.3281	0.8016557	UHRF1	ENSG00000276043
10326	0.46928737	1.45e-02	0.3997	0.9767577	SIRPB1	ENSG00000101307
3693	0.47008857	1.46e-02	0.2344	0.5722618	ITGB5	ENSG00000082781
222663	0.47008857	1.46e-02	0.4236	1.0340395	SCUBE3	ENSG00000146197
9654	0.47056172	1.47e-02	0.1498	0.3654646	TTLL4	ENSG00000135912
64110	0.47056172	1.48e-02	0.1212	-0.2954658	MAGEF1	ENSG00000177383
6932	0.47056172	1.47e-02	0.4187	1.0209597	TCF7	ENSG00000081059
1627	0.47056172	1.49e-02	0.2938	0.7156149	DBN1	ENSG00000113758
83742	0.47056172	1.49e-02	0.2643	0.6438439	MARVELD1	ENSG00000155254
100129361	0.47056172	1.49e-02	0.1487	-0.3621869	SMIM10L1	ENSG00000256537
54487	0.47056172	1.48e-02	0.1184	0.2885655	DGCR8	ENSG00000128191
84516	0.47265409	1.50e-02	0.1227	-0.2985103	DCTN5	ENSG00000166847
100507297	0.47282338	1.50e-02	0.3437	-0.8357029	TMEM44-AS1	
104	0.47282338	1.50e-02	0.2628	0.6391069	ADARB1	ENSG00000197381
26092	0.47421535	1.53e-02	0.1051	-0.254924	TOR1AIP1	ENSG00000143337
3797	0.47421535	1.52e-02	0.2949	0.7160303	KIF3C	ENSG00000084731
93655	0.47421535	1.51e-02	0.1809	-0.4395591	ST7-OT3	ENSG00000004866
57613	0.47421535	1.53e-02	0.1466	0.355671	FAM234B	ENSG00000084444
79820	0.47421535	1.52e-02	0.4367	1.0599005	CATSPERB	ENSG00000133962
463	0.47421535	1.52e-02	0.1907	0.4630327	ZFHX3	ENSG00000140836
1824	0.47488978	1.53e-02	0.3124	0.757336	DSC2	ENSG00000134755
55243	0.4754179	1.54e-02	0.2376	0.5753358	KIRREL1	ENSG00000183853
323	0.4754179	1.55e-02	0.2929	0.7089651	APBB2	ENSG00000163697
55786	0.4754179	1.55e-02	0.2441	-0.5908717	ZNF415	ENSG00000170954
100	0.4754179	1.54e-02	0.2632	0.6375915	ADA	ENSG00000196839
100506356	0.4754179	1.54e-02	0.172	0.4166061	ARSD-AS1	ENSG00000229851
767	0.4763939	1.56e-02	0.6896	1.6680322	CA8	ENSG00000178538
23333	0.47827021	1.57e-02	0.1585	-0.3831123	DPY19L1	ENSG00000173852
55190	0.47890081	1.57e-02	0.3376	0.8154856	NUDT11	ENSG00000196368
25822	0.47923993	1.58e-02	0.3537	0.8539387	DNAJB5	ENSG00000137094
5154	0.47938981	1.58e-02	0.2546	0.6145341	PDGFA	ENSG00000197461
389792	0.47959243	1.58e-02	0.4914	1.185486	IER5L	ENSG00000188483
6309	0.48025344	1.59e-02	0.1452	-0.35012	SC5D	ENSG00000109929
6699	0.48116542	1.62e-02	0.3023	0.7267427	SPRR1B	ENSG00000169469
100526794	0.48116542	1.63e-02	0.1393	-0.334738	NT5C1B-RDH14	ENSG00000250741
3553	0.48116542	1.63e-02	0.6242	1.4991885	IL1B	ENSG00000125538
3676	0.48116542	1.62e-02	0.5062	1.2165885	ITGA4	ENSG00000115232
266727	0.48116542	1.63e-02	0.5532	1.3285629	MDGA1	ENSG00000112139
2030	0.48116542	1.60e-02	0.4164	1.0028036	SLC29A1	ENSG00000112759
100128553	0.48116542	1.63e-02	0.3764	-0.9040703	CTAGE4	ENSG00000288784
6935	0.48116542	1.61e-02	0.5562	1.3384119	ZEB1	ENSG00000148516
143903	0.48116542	1.62e-02	0.1547	0.3718474	LAYN	ENSG00000204381
79875	0.48116542	1.64e-02	0.3698	0.8877965	THSD4	ENSG00000187720
1000	0.48116542	1.63e-02	0.5496	1.3203848	CDH2	ENSG00000170558
100505812	0.48116542	1.64e-02	0.3082	-0.7396744	CARD8-AS1	ENSG00000268001
182	0.48116542	1.60e-02	0.3226	0.7774484	JAG1	ENSG00000101384
23119	0.48116542	1.64e-02	0.3232	0.775555	HIC2	ENSG00000169635
5155	0.48116542	1.60e-02	0.4495	1.0828559	PDGFB	ENSG00000100311
126917	0.48201695	1.65e-02	0.2209	0.5297562	IFFO2	ENSG00000169991
50486	0.48201695	1.65e-02	0.3368	0.8071664	G0S2	ENSG00000123689
900	0.48201695	1.66e-02	0.1582	-0.3789709	CCNG1	ENSG00000113328
4094	0.48201695	1.65e-02	0.1847	0.4426485	MAF	ENSG00000178573
5272	0.48208568	1.66e-02	0.3289	0.7876147	SERPINB9	ENSG00000170542
51444	0.48208568	1.66e-02	0.1701	-0.4072891	RNF138	ENSG00000134758
4134	0.48366769	1.67e-02	0.2053	0.4912743	MAP4	ENSG00000047849
7405	0.48472761	1.68e-02	0.0978	-0.2338652	UVRAG	ENSG00000198382
23604	0.48472761	1.68e-02	0.2328	-0.5564503	DAPK2	ENSG00000035664
79056	0.48931632	1.70e-02	0.197	-0.4698664	PRRG4	ENSG00000135378
63901	0.48931632	1.70e-02	0.134	-0.3198839	FAM111A	ENSG00000166801
339400	0.48965528	1.71e-02	0.3534	-0.8423736	FLG-AS1	ENSG00000237975
165215	0.48965528	1.71e-02	0.2178	0.5193732	FAM171B	ENSG00000144369
56990	0.48965528	1.72e-02	0.1162	-0.2768999	CDC42SE2	ENSG00000158985
9559	0.49153308	1.73e-02	0.1097	-0.2611192	VPS26A	ENSG00000122958
10317	0.49153308	1.73e-02	0.6734	1.6030167	B3GALT5	ENSG00000183778
493753	0.49155509	1.73e-02	0.1528	-0.3635352	COA5	ENSG00000183513
415117	0.49563162	1.77e-02	0.2771	-0.6570672	STX19	ENSG00000178750
55284	0.49563162	1.77e-02	0.1253	-0.2971679	UBE2W	ENSG00000104343
143686	0.49563162	1.77e-02	0.1689	-0.4005205	SESN3	ENSG00000149212
253970	0.49563162	1.77e-02	0.5888	-1.3967403	SFTA3	ENSG00000229415
283848	0.49563162	1.77e-02	0.3944	0.9358085	CES4A	ENSG00000172824
388403	0.49563162	1.77e-02	0.1333	-0.3160653	YPEL2	ENSG00000175155
399664	0.49563162	1.77e-02	0.2117	0.5023605	MEX3D	ENSG00000181588
56971	0.49563162	1.76e-02	0.633	1.5028804	CEACAM19	ENSG00000186567
9672	0.49731888	1.79e-02	0.3707	0.8777066	SDC3	ENSG00000162512
11259	0.49731888	1.79e-02	0.6032	1.4286564	FILIP1L	ENSG00000168386
647024	0.49731888	1.79e-02	0.1588	0.3759489	C6orf132	ENSG00000188112
10346	0.49731888	1.80e-02	0.0881	-0.2084367	TRIM22	ENSG00000132274
81620	0.49731888	1.79e-02	0.4688	1.1096391	CDT1	ENSG00000167513
26589	0.49758984	1.80e-02	0.1229	-0.2906484	MRPL46	ENSG00000259494
114771	0.49767496	1.80e-02	0.3216	0.7603742	PGLYRP3	ENSG00000159527
4237	0.50123699	1.82e-02	0.4047	0.9554538	MFAP2	ENSG00000117122
6498	0.50123699	1.82e-02	0.2089	0.4931968	SKIL	ENSG00000136603
80339	0.50177165	1.83e-02	0.6465	1.5255675	PNPLA3	ENSG00000100344
80154	0.50379594	1.84e-02	0.2868	-0.6760643	GOLGA2P10	
51573	0.50451795	1.85e-02	0.0879	-0.207124	GDE1	ENSG00000006007
57198	0.50482098	1.85e-02	0.4226	0.9952823	ATP8B2	ENSG00000143515
7798	0.50640454	1.87e-02	0.1346	0.3165227	LUZP1	ENSG00000169641
25891	0.50640454	1.86e-02	0.5835	1.3728053	PAMR1	ENSG00000149090
71	0.50640454	1.86e-02	0.1539	0.3620697	ACTG1	ENSG00000184009
653145	0.50781282	1.89e-02	0.1421	0.3335954	ANXA8	ENSG00000265190
22984	0.50781282	1.88e-02	0.1691	0.3972393	PDCD11	ENSG00000148843
745	0.50781282	1.88e-02	0.3238	0.7604359	MYRF	ENSG00000124920
11057	0.50781282	1.89e-02	0.1384	0.3250388	ABHD2	ENSG00000140526
55672	0.50803325	1.90e-02	0.2461	0.5773014	NBPF1	ENSG00000219481
115024	0.50803325	1.90e-02	0.147	-0.3449832	NT5C3B	ENSG00000141698
6597	0.50803325	1.89e-02	0.2013	0.4723611	SMARCA4	ENSG00000127616
63976	0.50829289	1.93e-02	0.6146	-1.4381514	PRDM16	ENSG00000142611
79180	0.50829289	1.93e-02	0.1881	0.4399654	EFHD2	ENSG00000142634
51249	0.50829289	1.92e-02	0.1021	-0.2392017	TMEM69	ENSG00000159596
3426	0.50829289	1.93e-02	0.2028	-0.474612	CFI	ENSG00000205403
3157	0.50829289	1.91e-02	0.3666	0.8590996	HMGCS1	ENSG00000112972
10434	0.50829289	1.93e-02	0.1283	-0.3001136	LYPLA1	ENSG00000120992
64093	0.50829289	1.91e-02	0.5295	1.2411056	SMOC1	ENSG00000198732
400720	0.50829289	1.93e-02	0.1422	-0.3327264	ZNF772	ENSG00000197128
90204	0.50829289	1.91e-02	0.3231	0.7568687	ZSWIM1	ENSG00000168612
6303	0.50829289	1.91e-02	0.2171	0.5087066	SAT1	ENSG00000130066
10158	0.51002089	1.95e-02	0.3065	0.7162405	PDZK1IP1	ENSG00000162366
4355	0.51002089	1.94e-02	0.4304	-1.0058886	MPP2	ENSG00000108852
9658	0.51054956	1.95e-02	0.1997	0.4663885	ZNF516	ENSG00000101493
55057	0.51056941	1.96e-02	0.3325	0.7759863	CRYBG2	ENSG00000176092
9848	0.51056941	1.97e-02	0.3831	-0.8936805	MFAP3L	ENSG00000198948
10914	0.51056941	1.97e-02	0.1165	-0.2716959	PAPOLA	ENSG00000090060
58492	0.51056941	1.97e-02	0.2575	0.6006818	ZNF77	ENSG00000175691
388796	0.51056941	1.96e-02	0.4623	1.0789243	SNHG17	ENSG00000196756
284837	0.51399817	1.99e-02	0.5052	1.1766482	AATBC	ENSG00000215458
10234	0.51450652	1.99e-02	0.4952	1.1525177	LRRC17	ENSG00000128606
144715	0.51450652	1.99e-02	0.2052	-0.4774901	RAD9B	ENSG00000151164
27074	0.51573883	2.01e-02	0.2337	0.5433208	LAMP3	ENSG00000078081
2683	0.51573883	2.00e-02	0.1853	0.4309531	B4GALT1	ENSG00000086062
23523	0.51573883	2.01e-02	0.1673	0.3890258	CABIN1	ENSG00000099991
57092	0.51690324	2.02e-02	0.1048	-0.2433727	PCNP	ENSG00000081154
112464	0.51690324	2.02e-02	0.3073	0.7136434	CAVIN3	ENSG00000170955
1580	0.51782634	2.03e-02	0.309	-0.7170102	CYP4B1	ENSG00000142973
201626	0.51782634	2.04e-02	0.1107	-0.2567514	PDE12	ENSG00000174840
4851	0.51782634	2.04e-02	0.3067	0.7113916	NOTCH1	ENSG00000148400
100128398	0.51782634	2.04e-02	0.3906	-0.9059046	LOC100128398	ENSG00000176593
9791	0.51785289	2.04e-02	0.0949	-0.2198713	PTDSS1	ENSG00000156471
9415	0.51785289	2.05e-02	0.4083	0.946364	FADS2	ENSG00000134824
6533	0.51799781	2.05e-02	0.25	0.5792434	SLC6A6	ENSG00000131389
205327	0.51880563	2.06e-02	0.1738	-0.402323	C2orf69	ENSG00000178074
10855	0.51880563	2.07e-02	0.3518	-0.8137039	HPSE	ENSG00000173083
55151	0.51880563	2.07e-02	0.21	-0.4860192	TMEM38B	ENSG00000095209
221061	0.51880563	2.07e-02	0.3824	0.8844129	FAM171A1	ENSG00000148468
6001	0.51880563	2.07e-02	0.1816	0.4200012	RGS10	ENSG00000148908
643	0.51880563	2.06e-02	0.2852	0.6601783	CXCR5	ENSG00000160683
6949	0.52129362	2.09e-02	0.2623	0.6057441	TCOF1	ENSG00000070814
11098	0.52129362	2.10e-02	0.1886	0.4354289	PRSS23	ENSG00000150687
2288	0.52129362	2.10e-02	0.1329	-0.3067139	FKBP4	ENSG00000004478
3978	0.52129362	2.09e-02	0.2497	0.57667	LIG1	ENSG00000105486
23352	0.53157293	2.14e-02	0.1453	0.3341658	UBR4	ENSG00000127481
7037	0.53231245	2.15e-02	0.2446	0.5623213	TFRC	ENSG00000072274
9454	0.53231245	2.15e-02	0.2745	0.6309346	HOMER3	ENSG00000051128
347902	0.53279765	2.16e-02	0.4934	1.1336169	AMIGO2	ENSG00000139211
83856	0.5331564	2.17e-02	0.4893	1.1234934	FSD1L	ENSG00000106701
3851	0.5331564	2.17e-02	0.3156	-0.724499	KRT4	ENSG00000170477
9704	0.5331564	2.17e-02	0.3543	0.8136241	DHX34	ENSG00000134815
58478	0.53315993	2.17e-02	0.1026	-0.2353611	ENOPH1	ENSG00000145293
7754	0.53631867	2.19e-02	0.2272	-0.5208091	ZNF204P	
255403	0.53807077	2.20e-02	0.2236	-0.5120879	ZNF718	ENSG00000250312
54206	0.53946761	2.21e-02	0.2881	0.6590756	ERRFI1	ENSG00000116285
11112	0.53946761	2.21e-02	0.1106	-0.253141	HIBADH	ENSG00000106049
64801	0.54022565	2.23e-02	0.1113	-0.254538	ARV1	ENSG00000173409
51067	0.54022565	2.22e-02	0.0926	-0.2117249	YARS2	ENSG00000139131
22928	0.54022565	2.23e-02	0.0944	-0.2157923	SEPHS2	ENSG00000179918
55250	0.54022565	2.23e-02	0.1038	-0.237247	ELP2	ENSG00000134759
6624	0.54291375	2.26e-02	0.3901	0.8896376	FSCN1	ENSG00000075618
51028	0.54291375	2.25e-02	0.1339	-0.3055467	VPS36	ENSG00000136100
22821	0.54291375	2.25e-02	0.3409	0.7778916	RASA3	ENSG00000185989
4478	0.54291375	2.26e-02	0.2803	0.6391604	MSN	ENSG00000147065
283373	0.54345563	2.27e-02	0.1539	0.3506911	ANKRD52	ENSG00000139645
653499	0.54345563	2.27e-02	0.6181	-1.4087109	LGALS7B	ENSG00000178934
102800317	0.54504863	2.28e-02	0.2475	0.5635429	TPTEP2-CSNK1E	ENSG00000283900
4680	0.54537125	2.28e-02	0.3339	0.7600151	CEACAM6	ENSG00000086548
100507436	0.54640581	2.29e-02	0.3468	0.7889518	MICA	ENSG00000204520
60313	0.54766091	2.30e-02	0.0683	-0.1552457	GPBP1L1	ENSG00000159592
54067	0.54766091	2.30e-02	0.4084	-0.9283104	C21orf62-AS1	
2627	0.54803464	2.31e-02	0.1801	0.4090709	GATA6	ENSG00000141448
56975	0.5488655	2.32e-02	0.487	1.1057324	FAM20C	ENSG00000177706
10625	0.55088276	2.33e-02	0.1767	-0.4009505	IVNS1ABP	ENSG00000116679
26499	0.55219368	2.34e-02	0.2691	0.6102008	PLEK2	ENSG00000100558
80008	0.55422315	2.35e-02	0.4039	0.9149978	TMEM156	ENSG00000121895
6291	0.55553606	2.36e-02	0.3144	0.7116849	SAA4	ENSG00000148965
118788	0.55558093	2.37e-02	0.6183	1.3986841	PIK3AP1	ENSG00000155629
145508	0.55558093	2.37e-02	0.4041	0.9140543	CEP128	ENSG00000100629
9780	0.55558093	2.37e-02	0.3231	0.7309773	PIEZO1	ENSG00000103335
2121	0.55641354	2.39e-02	0.2386	0.5391528	EVC	ENSG00000072840
1108	0.55641354	2.38e-02	0.1441	0.3257175	CHD4	ENSG00000111642
91010	0.55641354	2.39e-02	0.2759	0.6232206	FMNL3	ENSG00000161791
55783	0.55641354	2.38e-02	0.123	-0.2779386	CMTR2	ENSG00000180917
8459	0.55815861	2.40e-02	0.1565	-0.3531961	TPST2	ENSG00000128294
30000	0.55869565	2.41e-02	0.2238	0.5049358	TNPO2	ENSG00000105576
80727	0.56089996	2.42e-02	0.2605	0.5870744	TTYH3	ENSG00000136295
22839	0.56089996	2.42e-02	0.1768	0.3984348	DLGAP4	ENSG00000080845
5653	0.56729468	2.46e-02	0.3798	0.8538333	KLK6	ENSG00000167755
140609	0.56729952	2.48e-02	0.1365	-0.30625	NEK7	ENSG00000151414
148362	0.56729952	2.47e-02	0.1352	-0.3035989	BROX	ENSG00000162819
10203	0.56729952	2.48e-02	0.2505	-0.5619883	CALCRL	ENSG00000064989
105377283	0.56729952	2.48e-02	0.3829	-0.8594594	LINC02562	
6239	0.56729952	2.48e-02	0.1334	0.299583	RREB1	ENSG00000124782
3612	0.56729952	2.48e-02	0.1784	-0.4003301	IMPA1	ENSG00000133731
3936	0.56729952	2.47e-02	0.8228	1.8475135	LCP1	ENSG00000136167
201292	0.56729952	2.49e-02	0.2337	0.5243797	TRIM65	ENSG00000141569
83452	0.56808663	2.50e-02	0.1803	-0.4041568	RAB33B	ENSG00000172007
8218	0.56808663	2.50e-02	0.2538	0.5688474	CLTCL1	ENSG00000070371
6525	0.56808663	2.49e-02	0.4047	0.9075205	SMTN	ENSG00000183963
64418	0.56923162	2.52e-02	0.1354	-0.3031391	TMEM168	ENSG00000146802
100507420	0.56923162	2.52e-02	0.5468	1.2239926	LINC01605	ENSG00000253414
4891	0.56923162	2.52e-02	0.1503	0.3364242	SLC11A2	ENSG00000110911
51136	0.56923162	2.52e-02	0.1876	-0.4200445	RNFT1	ENSG00000189050
57643	0.57011496	2.54e-02	0.4046	-0.9043239	ZSWIM5	ENSG00000162415
10736	0.57011496	2.55e-02	0.306	0.6836694	SIX2	ENSG00000170577
1028	0.57011496	2.55e-02	0.2328	0.5201441	CDKN1C	ENSG00000129757
23135	0.57011496	2.53e-02	0.2941	0.6578871	KDM6B	ENSG00000132510
7171	0.57011496	2.55e-02	0.1963	0.4385138	TPM4	ENSG00000167460
84612	0.57011496	2.54e-02	0.2072	-0.4632821	PARD6B	ENSG00000124171
27330	0.57011496	2.55e-02	0.2378	-0.5310419	RPS6KA6	ENSG00000072133
